V_(V)	I_(A)
0.001	0.99999998179840699
0.002	0.9999999635962824
0.0030000000000000001	0.99999994539362558
0.0040000000000000001	0.99999992719043673
0.0050000000000000001	0.99999990898671531
0.0060000000000000001	0.99999989078246154
0.0070000000000000001	0.99999987257767475
0.0080000000000000002	0.99999985437235517
0.0090000000000000011	0.99999983616650256
0.010000000000000002	0.9999998179601165
0.011000000000000003	0.99999979975319708
0.012000000000000004	0.99999978154574387
0.013000000000000005	0.99999976333775675
0.014000000000000005	0.99999974512923584
0.015000000000000006	0.99999972692018047
0.016000000000000007	0.99999970871059085
0.017000000000000008	0.99999969050046644
0.018000000000000009	0.99999967228980746
0.01900000000000001	0.99999965407861335
0.020000000000000011	0.99999963586688412
0.021000000000000012	0.99999961765461953
0.022000000000000013	0.99999959944181949
0.023000000000000013	0.99999958122848376
0.024000000000000014	0.99999956301461201
0.025000000000000015	0.99999954480020425
0.026000000000000016	0.99999952658526015
0.027000000000000017	0.99999950836977969
0.028000000000000018	0.99999949015376255
0.029000000000000019	0.99999947193720862
0.03000000000000002	0.99999945372011767
0.031000000000000021	0.99999943550248949
0.032000000000000021	0.99999941728432384
0.033000000000000022	0.99999939906562074
0.034000000000000023	0.99999938084637985
0.035000000000000024	0.99999936262660105
0.036000000000000025	0.99999934440628413
0.037000000000000026	0.99999932618542886
0.038000000000000027	0.99999930796403513
0.039000000000000028	0.99999928974210262
0.040000000000000029	0.99999927151963131
0.041000000000000029	0.99999925329662087
0.04200000000000003	0.99999923507307131
0.043000000000000031	0.99999921684898219
0.044000000000000032	0.99999919862435349
0.045000000000000033	0.99999918039918501
0.046000000000000034	0.9999991621734764
0.047000000000000035	0.99999914394722778
0.048000000000000036	0.9999991257204387
0.049000000000000037	0.99999910749310905
0.050000000000000037	0.99999908926523873
0.051000000000000038	0.99999907103682728
0.052000000000000039	0.99999905280787493
0.05300000000000004	0.99999903457838124
0.054000000000000041	0.99999901634834598
0.055000000000000042	0.99999899811776904
0.056000000000000043	0.99999897988665032
0.057000000000000044	0.99999896165498947
0.058000000000000045	0.99999894342278639
0.059000000000000045	0.99999892519004085
0.060000000000000046	0.99999890695675275
0.061000000000000047	0.99999888872292186
0.062000000000000048	0.99999887048854785
0.063000000000000042	0.99999885225363072
0.064000000000000043	0.99999883401817025
0.065000000000000044	0.9999988157821661
0.066000000000000045	0.99999879754561838
0.067000000000000046	0.99999877930852654
0.068000000000000047	0.9999987610708907
0.069000000000000047	0.9999987428327104
0.070000000000000048	0.99999872459398564
0.071000000000000049	0.99999870635471633
0.07200000000000005	0.999998688114902
0.073000000000000051	0.99999866987454267
0.074000000000000052	0.9999986516336381
0.075000000000000053	0.99999863339218809
0.076000000000000054	0.99999861515019228
0.077000000000000055	0.99999859690765069
0.078000000000000055	0.99999857866456321
0.079000000000000056	0.99999856042092938
0.080000000000000057	0.99999854217674933
0.081000000000000058	0.9999985239320226
0.082000000000000059	0.99999850568674908
0.08300000000000006	0.99999848744092856
0.084000000000000061	0.99999846919456092
0.085000000000000062	0.99999845094764606
0.086000000000000063	0.99999843270018351
0.087000000000000063	0.9999984144521733
0.088000000000000064	0.99999839620361519
0.089000000000000065	0.99999837795450885
0.090000000000000066	0.9999983597048544
0.091000000000000067	0.99999834145465138
0.092000000000000068	0.99999832320389981
0.093000000000000069	0.99999830495259923
0.09400000000000007	0.99999828670074975
0.09500000000000007	0.99999826844835082
0.096000000000000071	0.99999825019540256
0.097000000000000072	0.99999823194190474
0.098000000000000073	0.99999821368785702
0.099000000000000074	0.99999819543325941
0.10000000000000007	0.99999817717811146
0.10100000000000008	0.99999815892241317
0.10200000000000008	0.99999814066616433
0.10300000000000008	0.9999981224093647
0.10400000000000008	0.99999810415201418
0.10500000000000008	0.99999808589411243
0.10600000000000008	0.99999806763565946
0.10700000000000008	0.99999804937665482
0.10800000000000008	0.99999803111709851
0.10900000000000008	0.9999980128569903
0.11000000000000008	0.99999799459632999
0.11100000000000008	0.99999797633511744
0.11200000000000009	0.99999795807335223
0.11300000000000009	0.99999793981103458
0.11400000000000009	0.99999792154816391
0.11500000000000009	0.99999790328474014
0.11600000000000009	0.99999788502076326
0.11700000000000009	0.99999786675623281
0.11800000000000009	0.99999784849114881
0.11900000000000009	0.99999783022551092
0.12000000000000009	0.99999781195931914
0.12100000000000009	0.99999779369257302
0.12200000000000009	0.99999777542527246
0.1230000000000001	0.99999775715741746
0.1240000000000001	0.99999773888900756
0.12500000000000008	0.99999772062004277
0.12600000000000008	0.99999770235052265
0.12700000000000009	0.9999976840804472
0.12800000000000009	0.99999766580981631
0.12900000000000009	0.99999764753862963
0.13000000000000009	0.99999762926688707
0.13100000000000009	0.99999761099458828
0.13200000000000009	0.99999759272173316
0.13300000000000009	0.99999757444832149
0.13400000000000009	0.99999755617435315
0.13500000000000009	0.99999753789982804
0.13600000000000009	0.99999751962474559
0.13700000000000009	0.99999750134910603
0.13800000000000009	0.99999748307290892
0.1390000000000001	0.99999746479615426
0.1400000000000001	0.99999744651884148
0.1410000000000001	0.99999742824097082
0.1420000000000001	0.99999740996254183
0.1430000000000001	0.99999739168355439
0.1440000000000001	0.99999737340400841
0.1450000000000001	0.99999735512390342
0.1460000000000001	0.99999733684323944
0.1470000000000001	0.99999731856201635
0.1480000000000001	0.9999973002802337
0.1490000000000001	0.99999728199789162
0.15000000000000011	0.99999726371498954
0.15100000000000011	0.99999724543152768
0.15200000000000011	0.99999722714750539
0.15300000000000011	0.99999720886292276
0.15400000000000011	0.99999719057777969
0.15500000000000011	0.99999717229207574
0.15600000000000011	0.9999971540058108
0.15700000000000011	0.99999713571898474
0.15800000000000011	0.99999711743159736
0.15900000000000011	0.99999709914364832
0.16000000000000011	0.9999970808551375
0.16100000000000012	0.99999706256606491
0.16200000000000012	0.99999704427642999
0.16300000000000012	0.99999702598623297
0.16400000000000012	0.99999700769547317
0.16500000000000012	0.99999698940415072
0.16600000000000012	0.99999697111226549
0.16700000000000012	0.99999695281981704
0.16800000000000012	0.99999693452680538
0.16900000000000012	0.99999691623323006
0.17000000000000012	0.99999689793909119
0.17100000000000012	0.99999687964438821
0.17200000000000013	0.99999686134912125
0.17300000000000013	0.99999684305329017
0.17400000000000013	0.99999682475689433
0.17500000000000013	0.99999680645993405
0.17600000000000013	0.99999678816240878
0.17700000000000013	0.99999676986431851
0.17800000000000013	0.99999675156566292
0.17900000000000013	0.99999673326644178
0.18000000000000013	0.99999671496665521
0.18100000000000013	0.99999669666630264
0.18200000000000013	0.99999667836538408
0.18300000000000013	0.9999966600638992
0.18400000000000014	0.99999664176184788
0.18500000000000014	0.99999662345923013
0.18600000000000014	0.99999660515604527
0.18700000000000014	0.99999658685229365
0.18800000000000014	0.99999656854797458
0.18900000000000014	0.9999965502430882
0.19000000000000014	0.99999653193763416
0.19100000000000014	0.99999651363161224
0.19200000000000014	0.99999649532502244
0.19300000000000014	0.99999647701786432
0.19400000000000014	0.99999645871013798
0.19500000000000015	0.99999644040184288
0.19600000000000015	0.99999642209297901
0.19700000000000015	0.99999640378354615
0.19800000000000015	0.99999638547354408
0.19900000000000015	0.99999636716297269
0.20000000000000015	0.99999634885183164
0.20100000000000015	0.99999633054012083
0.20200000000000015	0.99999631222784002
0.20300000000000015	0.99999629391498901
0.20400000000000015	0.99999627560156767
0.20500000000000015	0.99999625728757568
0.20600000000000016	0.99999623897301304
0.20700000000000016	0.9999962206578793
0.20800000000000016	0.99999620234217457
0.20900000000000016	0.99999618402589829
0.21000000000000016	0.99999616570905048
0.21100000000000016	0.99999614739163101
0.21200000000000016	0.99999612907363944
0.21300000000000016	0.99999611075507588
0.21400000000000016	0.99999609243593979
0.21500000000000016	0.99999607411623137
0.21600000000000016	0.99999605579594997
0.21700000000000016	0.99999603747509569
0.21800000000000017	0.99999601915366831
0.21900000000000017	0.99999600083166751
0.22000000000000017	0.99999598250909327
0.22100000000000017	0.99999596418594516
0.22200000000000017	0.99999594586222307
0.22300000000000017	0.99999592753792699
0.22400000000000017	0.99999590921305648
0.22500000000000017	0.99999589088761143
0.22600000000000017	0.99999587256159161
0.22700000000000017	0.99999585423499704
0.22800000000000017	0.99999583590782715
0.22900000000000018	0.99999581758008182
0.23000000000000018	0.99999579925176119
0.23100000000000018	0.99999578092286467
0.23200000000000018	0.99999576259339229
0.23300000000000018	0.9999957442633437
0.23400000000000018	0.9999957259327189
0.23500000000000018	0.99999570760151746
0.23600000000000018	0.99999568926973925
0.23700000000000018	0.99999567093738428
0.23800000000000018	0.999995652604452
0.23900000000000018	0.99999563427094251
0.24000000000000019	0.99999561593685538
0.24100000000000019	0.99999559760219048
0.24200000000000019	0.99999557926694771
0.24300000000000019	0.99999556093112685
0.24400000000000019	0.99999554259472767
0.24500000000000019	0.99999552425774985
0.24600000000000019	0.99999550592019337
0.24700000000000019	0.99999548758205792
0.24800000000000019	0.99999546924334326
0.24900000000000019	0.9999954509040494
0.25000000000000017	0.99999543256417589
0.25100000000000017	0.99999541422372273
0.25200000000000017	0.9999953958826896
0.25300000000000017	0.99999537754107637
0.25400000000000017	0.99999535919888272
0.25500000000000017	0.99999534085610842
